video_id,chunk_id,text,subject
2,2_2,quickly absolved by all the work that ha to be done in fact one thing that i thought would be kind of fun to do this year wa kind of micro blog the experience of putting on something like creatorcon i figured you know maybe people would want to join in so if youre on linkedin i want to pas you along to the hashtag no25 behind the scene ill link it in the comment down below and thing like that and in the production note but hey ill be posting some micro blog update of what it like to put on knowledge and if you two are creating thing for knowledge whether thats lab or session i would love to see your experience a well in fact it could probably help enable a lot of others that maybe have not participated in the knowledge experience before but might be eyeing it for knowledge 26 on top of this our team is putting out our first of two tech now webinars next week where literally one week away i delayed this episode of breakpoint so it wa exactly one week away from tech now yoko hama if you,What Is Agentic AI and Why Should I Care?
2,2_3,webinars next week where literally one week away i delayed this episode of breakpoint so it wa exactly one week away from tech now yoko hama if you have not heard of tech now before that is the webinar completely dedicated to debuting the newest admin and developer feature of the new release we dont cover everything we dont cover itsm and hr and security that would take hour it a 60 minute webinar but every release we do this my entire team is involved kristi miriam earl duke prana of bugha and now travis tulson a well so a a team of five working on the production of tech now a we speak we have entered into the final week of rehearsal and we have a very exciting show for you so please register for tech now if you havent already again i will put the link down below a well a in the show note if you are listening to this on spotify apple podcasts etc now obviously those are just a couple of highlight from my year but before we dive into the topic i want to you know bring the mood down,What Is Agentic AI and Why Should I Care?
2,2_4,podcasts etc now obviously those are just a couple of highlight from my year but before we dive into the topic i want to you know bring the mood down slightly and just say that my heart is extended to all those currently undergoing the terrible wildfire in the la area obviously that ha been horrific to see a a third person perspective here in texas so i can not imagine going through it in real life my heart go out to all of you i know what a huge developer community that we have in california in general so please i will also be providing link to donate to help relief from the wildfire in the link down below and also in these show note if you are listening to this and auditory fashion now let bring the move back up a little bit let get thing rolling because we have a very exciting topic for today now in honor of my solo episode for the quarter i guess let dive straight in today topic and it a topic that is definitely ringing in the ear of anyone currently in tech in this service now,What Is Agentic AI and Why Should I Care?
2,2_5,quarter i guess let dive straight in today topic and it a topic that is definitely ringing in the ear of anyone currently in tech in this service now ecosystem especially anyone that is currently i dont know watching any form of medium in the last four to six week and that is a genetic ai if youve tuned into anything on tv hopefully like i said watching the ohio state buckais win the national championship youve seen edras elba talking about a genetic ai and our new slew of commercial that have come out for service now last week you might have also seen that service now a a company ha moved to acquire another company called qin and in the release information for that headline it also included the statement of the purpose for doing so wa to accelerate our agenetic ai roadmap if youve been on linkedin youve definitely been lambasted with post after post after post of mr handsome bill mcdermotts head over the advertisement for the agenetic ai live event that is happening also next week on,What Is Agentic AI and Why Should I Care?
2,2_6,after post after post of mr handsome bill mcdermotts head over the advertisement for the agenetic ai live event that is happening also next week on january 29 where specific tool are going to be debuted to the public a they are included in yoko hama and going forward and all that is to say that in the seven plus year ive worked at service now i have never never seen a push like this for a specific trend or product before so it begs to be asked what is a genetic ai so let talk about it and why you should care a a developer in the year 2025 i think one of the easiest way to start communicating what something is and maybe contrasting against what it is not for starter agenetic ai is different from the heavily popularized generative ai if youre going off of metaphor it would be very wise for you to compare the element of generative ai to polling a crowd right now granted that crowd is the size of probably the entire population of earth and could react in a way that no human being ever,What Is Agentic AI and Why Should I Care?
2,2_7,polling a crowd right now granted that crowd is the size of probably the entire population of earth and could react in a way that no human being ever could but it is pretty much the same you are asking a question to some sort of trained entity that represents an entire ecosystem of information and it is polling all that together to give you it best attempt at an answer if youre looking for thing in medium that compared to this pretty much any show where the protagonist is saying computer what is the that is a example of generative ai for one it reactive these computer or these algorithm or these ai are not necessarily going off on their own they are responding to a specific question or to a specific prompt they are also extremely dependent on having a large and a informed of a quote unquote crowd a possible the more data that generative ai is trained on the more comprehensive and accurate answer that it can provide if youre using one of the artistic rendering ai for example that had,What Is Agentic AI and Why Should I Care?
2,2_8,ai is trained on the more comprehensive and accurate answer that it can provide if youre using one of the artistic rendering ai for example that had only been trained on pablo picasso work asking it to create a picture of a rabbit might give you unexpected result you would want to train on the entire work of art at the louvre and the modern art ezm and historical artwork et cetera agenetic ai well obviously also ai is different than this if the medium comparison for generative ai to batman asking his computer to find data the agenetic ai comparison would be like the ai from the movie her with ockin phoenix or the ai in the episode revolving around cooky in black mirror unfortunately all the example of a genetic ai in medium are not the nicest so please dont let that cloud your judgment but thats oftentimes how it is used in scifi the first stark difference is a genetic ai is proactive not reactive it not only can anticipate what work or what thing need to be automated but can also,What Is Agentic AI and Why Should I Care?
2,2_9,first stark difference is a genetic ai is proactive not reactive it not only can anticipate what work or what thing need to be automated but can also improve the process a it act upon it over time and this is all without being asked to do so in addition to this a genetic ai is much less dependent on the size and variety of the information that it trained off of you could have an agenda ai thats trained off of all the world knowledge of workflow automation for example however let say that a a customer you would want an agentic ai system that act a lot specifically like service now in that case in point you would train it specifically off of service now workflow service now behavior service now architecture and therein lie the real distinction this is just the beginning of a genetic ai moving into the market i think moving forward you will see it branch off into much more specifically trained agent than something that is overall holistic in it response it is a very likely reality that,What Is Agentic AI and Why Should I Care?
2,2_10,see it branch off into much more specifically trained agent than something that is overall holistic in it response it is a very likely reality that in the future moving forward not only will you be doing your job but you might have to specifically trained a genetic ai clone of your work behavior helping you remove the minutia from your day now obviously that is much further down the line that we are at right now so what doe this actually mean for the service now platform a it exists in yokohama now im a little bit ahead of the game we will list out the specific functionality for our genetic ai release on january 29th again link below to please register for that event but i think the first thing i need to do is provide some clarity a the nomenclature of this release ha people a bit confused with the interface that it using in the screenshots a well a this name a ai agent a lot of people have been popularizing the notion that it something to do with virtual agent like it a beefier,What Is Agentic AI and Why Should I Care?
2,2_11,a well a this name a ai agent a lot of people have been popularizing the notion that it something to do with virtual agent like it a beefier version of virtual agent which could not be farther from the truth in virtual agent you are specifically designing conversation and exactly the different type of outcome that conversation could elicit you could have a myriad of answer but you are still specifically channeling people into predetermined bucket and if you recall a genetic ai doe not work in that fashion a part of it definition a genetic ai is a proactive independently acting entity so there no predetermined bucket that you would have to program into these ai agent at all instead the roadmap for our ai agent look something like this let say for example that you work for a company support desk team where you do thing like addressing ticket that are coming in from your customer base resetting password and escalating thing a they see fit these ai agent could do exactly that completely,What Is Agentic AI and Why Should I Care?
2,2_12,that are coming in from your customer base resetting password and escalating thing a they see fit these ai agent could do exactly that completely on their own it could not only do that around the clock and know when thing were routine enough to act on it own but it would also be smart enough to know when to escalate thing for human intervention because optimally that is the goal of ai i will say this ai ha had to do a lot to win me over a far a our team go i wa one of the bigger skeptic of ai a someone very passionate about art and the human element of art i think that is initially what triggered such a sour response to generative and subsequently a genetic ai but more and more with how i have seen it applied in customer use case the more it ha turned the tide of my opinion because ive seen what is really for the goal of ai with regard to automation in tech in corporate america it is not to remove the human element it is to maximize the time for it it is there to free u up from the,What Is Agentic AI and Why Should I Care?
2,2_13,to automation in tech in corporate america it is not to remove the human element it is to maximize the time for it it is there to free u up from the countless routine type of ticket that anybody could do rpa could do it a really heavy flow could do it but now we have ai agent that we dont even have to program to do it again this is talking very big picture and where service now is ideally heading towards a a company moving forward but if you would like to see what specifically ai agent can do in yokohama and i will tell you i wa blown away by this presentation please join the live it called the ai agent live launch it is january 29th and i hope to see you there now to all the ai nihilist kind of like myself out there that are saying ah this is another big tech trend this is the same a you know putting design wizard and everything and low code and everything it just going to be another bump in the roller coaster of corporate america let me really shatter that illusion for you like i,What Is Agentic AI and Why Should I Care?
2,2_14,code and everything it just going to be another bump in the roller coaster of corporate america let me really shatter that illusion for you like i said initially i have never in my seven year working here and almost 10 total working on the service now platform seen our company invest in a functionality like this agent ai is not just another buzz word is not just another trend for company to hop on and hop off a the year go by it is a paradigm shift for what work will be in the 21st century first consider the scaling perspective that this offer company sure ai agent cost money you will see that in any single platform that offer some form of agent ai moving forward it going to cost money however ai agent do cost less than another full time employee or even pop simply a part time employee now again thats not a to say that everyones going to get replaced with ai far from it instead imagine something like this every single team from it to hr having their own ai agent to handle all the,What Is Agentic AI and Why Should I Care?
2,2_15,to get replaced with ai far from it instead imagine something like this every single team from it to hr having their own ai agent to handle all the grunt work people put off doing anyway so that they can appropriately scale the human element and thats not even considering the added impact of decision making that this really offer people for anything that you do in your job think of the most routine thing something that you could do with your eye clothes in a heartbeat ai can do it faster not only that but ai can do it in the middle of the night when youre asleep or possibly when youre in the bathroom or on a work break or on pto ai doesnt have the human element of rest baked in so instead of coming back from a cruise like i did with a humongous pile of stuff that really didnt take too much brain power to get through but took a phenomenal amount of time to get caught up on what if you came back from pto and those type of thing were already taken care of again this might be one of the,What Is Agentic AI and Why Should I Care?
2,2_16,amount of time to get caught up on what if you came back from pto and those type of thing were already taken care of again this might be one of the more futuristic step of a gentick ai but think about how it can be fine tune to match aspect of real people that have left their impact on a specific process let say that you would set up a gentick ai to handle very specific routine email a team wa getting and however good a gentick ai is let say that the response were coming off a bit wouldnt but maybe there a person on your team that statistically ha a pretty good rate on return on these type of email maybe it their style or the speed in which they respond or the time of day in which they do their work but whatever that is let say that they statistically have the warmest response to those type of email the gentick ai could be trained specifically off that it remember it not generative ai we can make this a specific and niche a possible for the process that were utilizing a gentick ai for,What Is Agentic AI and Why Should I Care?
2,2_17,off that it remember it not generative ai we can make this a specific and niche a possible for the process that were utilizing a gentick ai for flow and automation were the first step in abstracting away the minutia from people everyday job allowing them to do that impactful work the only human can do an agentic ai is just the natural next step to that process and before closing up today discussion about a gentick ai i want to get a huge shout out to earl duke hay on our team where i have been probably the big the big spooky nihilist about ai he ha been the ai champion and a lot of the information today that what ive presented on is directly taken from something that he did internally for our team so i wanted to give a shout out to him and thank him for also helping open my eye to the prospect that agentic ai is really going to offer not only people on service now but on other platform and in the corporate ecosystem moving forward again im going to keep hammering at home because im,What Is Agentic AI and Why Should I Care?
2,2_18,only people on service now but on other platform and in the corporate ecosystem moving forward again im going to keep hammering at home because im part of the marketing department we have the ai agent launch on january 29th 2025 at 12 pm central standard time so i hope to see you in the comment because i will definitely be there a well i cant wait to see your actual live opinion on everything baked into yokohama additionally the day immediately after is tech now so if youre like i want to see everything relevant for admins builder and developer join u for that webinar and i will again ill include the link to register for that webinar below a at 10 am central standard time on january 30th also if youve made it this far into the podcast i have a little sweet treat for you a well just a reminder that historically at least there no confirmation i cant make any promise but historically the most recent release available happens to go on to pdis on ea a well which is the day we are doing,What Is Agentic AI and Why Should I Care?
2,2_19,i cant make any promise but historically the most recent release available happens to go on to pdis on ea a well which is the day we are doing tech now so not only should you keep your eye and ear open for information coming out of tech now but also be sure to keep refreshing that developer service now website to ensure that you are one of the first people that get to experience yokohama completely for free now were keeping thing short and sweet to start off the new year so i want to say thank you wonderful listener for joining me here today dont forget to check out the other amazing service now podcast you can find them on the community site under the event tab dont ask me why also subscribe you can subscribe here on youtube if you are watching the video version or a well on any podcasting provider whether that be spotify apple podcasts et cetera one thing i would like to start encouraging you to do is also leave u a review if you have not ever reviewed breakpoint before we are,What Is Agentic AI and Why Should I Care?
2,2_20,et cetera one thing i would like to start encouraging you to do is also leave u a review if you have not ever reviewed breakpoint before we are trying to expand the audience that is consuming it so leaving a positive review help u do just that breakpoint is brought to you by servicenow with me laura mcmahon and a the producer to find out more about the service now developer program and to get one of those yokohama pdis go to developerservicenowcom again thank you so much for joining me here today a wonderful listener stay hungry stay humble and have a fantastic start to 2025 cheer please let u know what you think about this podcast you can leave feedback or ask question in the servicenow community for more great information on servicenow development check out the servicenow developer portal at developerservicenowcom thanks for listening what is a gentiged ai cant wait to see how that come out on the video what even is a gentiged ai little asmr for you guy,What Is Agentic AI and Why Should I Care?
3,3_0,hello everyone welcome to another episode of our podcast today were going to dive again into an egente ai framework and i have another technology leader with me ronnie zeus join u from israel ronnie welcome how are you good good thank you how are you doing yes great and were going to dive into awesome stuff today he a leader building product for ai ops for a long time bringing a lot of new innovation im really excited to have him on this podcast before we dive in ronnie tell me a little bit about the you use gini tvi in your world of course you do youre making new product but anything interesting that you do with it every day they are all in our both exploring different technology in gini and personally using it really helped me to arrange my thought and put together my thought into structure way to make sure that the message im trying to convey are clear and concise so it super helpful for me yeah thats ready i started to use a little bit with my kid to make different image try to,Agentic AI workflows for AIOps
3,3_1,to convey are clear and concise so it super helpful for me yeah thats ready i started to use a little bit with my kid to make different image try to understand their imagination what they can imagine and how gini tvi tool can help them create something that they are thinking about so let dive right in and i want to you know be a deep knowledge of machine learning in ai in a traditional way and now shifting towards agentic framework how doe in your world agentic ai framework differ from a traditional ai machine learning framework yeah so the thing is that when you look on traditional ai and ml framework mainly focus on data processing and pattern recognition and they provide insight and prediction and recommendation but really require a human intervention for the execution but when you look on a gini on the other hand it introduces a lot of autonomous and decision making entity that actually understand the environment which is super critical in our space to understand exactly different,Agentic AI workflows for AIOps
3,3_2,autonomous and decision making entity that actually understand the environment which is super critical in our space to understand exactly different type of data it also have reasoning and planning capability to provide solution which is based on neither historical data or real time context and it able to act on behalf of people so it could be your own copilot or your own little minion that help you do do and it also ha the ability to learn and adapt like any other ml and ai form from user feedback and continuously refining their decision so this end to end actually make the agentic ai far more dynamic and and action oriented than just traditional ai model which are focused on insight and prediction yeah youre the second person who said the word copilot this week in the podcast i had another customer actually said that i think is a concept of a you said using it to create action is really whats becoming very useful for in a daily life but also for our customer so let dive in a little,Agentic AI workflows for AIOps
3,3_3,of a you said using it to create action is really whats becoming very useful for in a daily life but also for our customer so let dive in a little bit into the world we live in that is it operation how are you seeing agentic ai enhance the it operation and maybe some example of what youre working on and coming up in the near future yeah so if you look on a jtnkia this is actually going to transform how it operation are working today so it going to be more focusing on automatic decision making and execution it will significantly reduce the manual burden on it team so unlike traditional ai which is primarily analyzed data and provide insight the agent can autonomously act on alert and prioritize task and even resolve issue all while keeping operation in control so for the it operation this mean faster resolution because ai agent will triage correlate and assign task in real time it will be you can imagine proactive issue prevention because the ai will be in the position to detect issue,Agentic AI workflows for AIOps
3,3_4,correlate and assign task in real time it will be you can imagine proactive issue prevention because the ai will be in the position to detect issue that indicates potential failure potential outage and recommend on execute preventive action and it also reduced the operation load because ai agent will be able to handle a lot of repetitive troubleshooting task and letting the operator focus on highvalue problem rather than just another task that i have to perform so it going to unleash the power of to empower operator to be much more focused on highvalue or critical issue yeah so i guess when we speak in the term of autonomous and again i guess we think about various way one is autonomous assisted human in the loop human on the loop all these are different way customer and enterprise start to adopt it do you think about a maturity based on where our customer are and how would you baseline that maturity if they want to move to an agentic framework yeah so when we think about how our user,Agentic AI workflows for AIOps
3,3_5,where our customer are and how would you baseline that maturity if they want to move to an agentic framework yeah so when we think about how our user our customer will adopt this kind of a technology what we imagine is how the agentic ai actually take responsibility on piece of the entire user journey of our user so if our user are let say operator or any technology owner they have their user journey they are facing alert and they have to try to ask the alert they have to investigate them they have to find the root cause analysis of them they have to remediate the issue they have to escalate the issue they have to create all sort of task or record to other people all of these task are part of the user journey they are doing on their day to day and we can imagine ai agent take full control over piece of that journey but taking full control nothing the matter of replacing the user but actually empowering the user because the ai agent will be able to collect the data analyze the data and,Agentic AI workflows for AIOps
3,3_6,nothing the matter of replacing the user but actually empowering the user because the ai agent will be able to collect the data analyze the data and bring the bottom line and the decision to the user to take the decision so the user can decide or let the ai agent do everything automatically or decide to be the one that is taking the decision for each and every step so it kind of saving the time of our user from doing the repetitive task and doing the deep level investigation and just provide the bottom line to the user and ask them for their approval or the decision so the agent can continuously do the task for them in an automatic way i want to like what our ceo bill mcdermott say is we are building agent in the agent in service of human so i think that say a lot about the maturity of our customer a they adopted one question that come up a we are experimenting with different large language model is there are so many out there now and there are benchmark so theyre right sometimes the,Agentic AI workflows for AIOps
3,3_7,a we are experimenting with different large language model is there are so many out there now and there are benchmark so theyre right sometimes the entropic lot come out really well on when coding task are asked our deep seek actually brought a very good reasoning technique and we have the gpt model and the mini model doing really good reasoning so in your world a youre developing new product how do you see these different model come together to solve specific problem or use case yeah very interesting so what we can see is ai agent that can collaborate across multiple llm so you have multiple agent that are able to collaborate and converse between them each ai agent is a master of a specific task or a decision each one of them can actually use specialized llm to handle different task so the ai agent they can call api they can interact with observability tool they can communicate with other agent at the end of the day each one of them is specialized in at certain task so and each one,Agentic AI workflows for AIOps
3,3_8,observability tool they can communicate with other agent at the end of the day each one of them is specialized in at certain task so and each one of them can can work across different llm so the kind of approach that we are taking is that ai agent are integrating across different product across different domain that are used different llm according to their specialized model and this goal is actually maximizing the ai efficiency while ensuring seamless collaboration between agent and user cool let let try down an example maybe in operation world a you said before triaging is really important outage deduction time to detect an outage and then remediate that outage is really important for all the idea operation leader so if you think about that scenario that we live in day and day out how would you need to take framework help that yeah so let talk about first about our user let imagine an operator that is bombed with dozen or hundred of alert a day covering different technology,Agentic AI workflows for AIOps
